pmid	year	title_short	current_design	current_target_population	current_delivery_model	current_followup_reporting_level	current_followup_completion_pct	n_invited	n_participated	uptake_pct	acceptability_reported	cost_reported	candidate_core_status	candidate_reason	manual_curator_decision	manual_curator_notes	manual_core_decision	manual_decision_reason	manual_evidence_text	manual_followup_level_if_changed	manual_followup_pct_if_changed	manual_notes	curator_id	curation_date
38404421	2024	The impact of alternate HPV vaccination and cervical screening strategies in Japan: a cost-effectiveness analysis.	model	underscreened_general	unk	none			43.0	3.7	N	Y	candidate_non_core	model_or_economic_model			NON_CORE	Markov microsimulation modelling study.	...Markov cohort simulations were used...				GC	2026-06-13
38415526	2024	Out-reach Colposcopy Clinics and HPV Self-Sampling Decreases Loss to Follow up in a Community based Cervical Cancer Scre	observational	other	outreach_event_distribution	completion_reported	45.2				N	N	candidate_core	extractable_implementation_or_cascade_result										
38444842	2024	Acceptability of HPV self-collection: A qualitative study of Black women living with type II diabetes and social vulnera	observational	other	unk	none					Y	N	candidate_non_core	qualitative_or_interview_only_without_extractable_implementation_result			NON_CORE	Qualitative study on acceptability.	Qualitative semi-structured interviews were conducted with 29 Black women...				GC	2026-06-13
38451956	2024	Cervical cancer prevention: Feasibility of self-sampling and HPV testing in rural and urban areas of Bolivia: An observa	other	other	clinic_pickup_return_clinic	none					N	N	manual_review	insufficient_structured_signal			CORE	Observational study with 2168 enrolled participants.	2168 women were enrolled... 255 samples were positive...	referral_only		Waiting in clinic for results described	GC	2026-06-13
38516651	2024	Exploratory Analysis of Concordance Between Clinician-Collected and Self-Sampled Human Papillomavirus Tests in a Small Cohort of Average- and High-Risk Patients.	diagnostic_validation	other	clinic_pickup_return_clinic	none		47	47	100.0	N	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Small concordance analysis of clinician- versus self-sampled HPV tests in average/high-risk patients; method performance rather than implementation uptake.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
38578742	2024	Strategies for primary HPV test-based cervical cancer screening programme in resource-limited settings in India: Results	observational	other	outreach_event_distribution	completion_reported	45.5				Y	N	candidate_core	extractable_implementation_or_cascade_result										
38648390	2024	Effectiveness of self-sampling human papillomavirus test on precancer detection and screening uptake in Japan: The ACCESS randomized controlled trial.	randomized_trial	nonattenders	mail_to_home_return_mail	completion_reported	46.8	15109	1467	20.0	N	N	candidate_core	Final 58-record adjudication			CORE	ACCESS randomized trial among women not participating in screening for at least three years; reports self-sampling intervention uptake and triage compliance.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
38649876	2024	Acceptability of self-collected vaginal samples for human papillomavirus testing for primary cervical cancer screening: 	observational	underscreened_general	mail_to_home_return_mail	none			1200.0	8.9	Y	N	candidate_core	extractable_implementation_or_cascade_result										
38678760	2024	Expanding eligibility and improving quality of cervical cancer screening in Estonia: The 2021 reforms.	program_description	underscreened_general	mixed_or_multiarm	none				51.0	N	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Policy/programme reform description for Estonia including self-sampling and participation; contextual programme evidence, but abstract does not provide self-sampling-specific implementation outcomes.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
38723214	2024	Culturally Competent Education and Human Papillomavirus Self-Sampling Achieves Healthy People 2030 Cervical Screening Ta	other	underscreened_general	outreach_event_distribution	none				1.0	N	N	candidate_core	extractable_implementation_or_cascade_result										
38751040	2024	Sociodemographic characteristics associated with cervical cancer screening participation by send-to-all and opt-in HPV s	individual_RCT	underscreened_general	mail_to_home_return_mail	none		6000.0	35.0	7.1	N	N	candidate_core	extractable_implementation_or_cascade_result										
38770733	2024	Management choices for better outcomes in oncologic screening programmes.	other	nonattenders	unk	referral_only			2019.0	8.5	N	N	candidate_core	extractable_implementation_or_cascade_result										
38781145	2024	Patient preference and acceptability of self-sampling for cervical screening in colposcopy clinic attenders: A cross-sec	observational	underscreened_general	clinic_pickup_return_clinic	referral_only				6.0	Y	N	candidate_core	extractable_implementation_or_cascade_result										
38809639	2024	Human Papillomavirus Genotype Detection and Cytology Using a New Self-Sampling Method.	diagnostic_validation	other	clinic_pickup_return_clinic	none		38	38	100.0	N	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Small method evaluation of a self-sampling device for HPV genotype detection/cytology; no implementation uptake or follow-up outcome.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
38827925	2024	"""Barriers and Advantages of Self-Sampling Tests, for HPV Diagnosis: A Qualitative Field Experience Before Implementation"	other	other	unk	none			45.0		N	N	candidate_non_core	qualitative_or_interview_only_without_cascade_result			NON_CORE	Qualitative barriers study before implementation.	A qualitative study was conducted. Seven focus group discussions...				GC	2026-06-13
38843549	2024	Preliminary assessment of using mobile point-of-care human papillomavirus (HPV) testing with the option of immediate col	observational	other	outreach_event_distribution	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
38864276	2024	Building Capacity for Cervical Cancer Prevention in U.S.-Affiliated Pacific Islands: The Pacific Against Cervical Cancer	program_evaluation	underscreened_general	outreach_event_distribution	referral_only					Y	Y	candidate_core	extractable_implementation_or_cascade_result										
38869176	2024	Primary human papillomavirus testing by clinician- versus self-collection: Awareness and acceptance among cervical cancer screening-eligible women.	survey	other	unk	none		351			Y	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Cross-sectional survey of awareness and acceptance of clinician/self-collected primary HPV testing; preference evidence without implemented screening outcome.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
38871762	2024	Cervical cancer screening and vaccination acceptability and attitudes among Arab American women in Southeastern Michigan	other	other	unk	none					Y	N	candidate_non_core	preference_willingness_only_without_extractable_implementation_result			NON_CORE	Qualitative focus groups on attitudes.	Zoom-based focus groups to understand the attitudes...				GC	2026-06-13
38904134	2024	Performance of CADM1, MAL and miR124-2 methylation as triage markers for early detection of cervical cancer in self-coll	other	other	clinic_pickup_return_clinic	referral_only					N	N	candidate_core	extractable_implementation_or_cascade_result										
38953514	2024	Experiences of Self-Sampling and Future Screening Preferences in Non-Attenders Who Returned an HPV Vaginal Self-Sample i	observational	nonattenders	outreach_event_distribution	referral_only			2712.0	32.5	Y	N	candidate_core	extractable_implementation_or_cascade_result										
38960815	2024	Health Care Provider Willingness to Recommend Self-collected Tests for Human Papillomavirus: A Mixed Methods Examination	observational	underscreened_general	clinic_pickup_return_clinic	referral_only					Y	N	candidate_core	extractable_implementation_or_cascade_result										
38978020	2024	Providers and women's perspectives on opportunities, challenges and recommendations to improve cervical cancer screening in women living with HIV at Mbarara Regional Referral Hospital: a qualitative study.	qualitative	other	unk	none					Y	N	candidate_non_core	Final 58-record adjudication			NON_CORE	Qualitative study of providers’ and WLHIV perspectives on screening improvement in Uganda; relevant context but no HPV self-sampling uptake data.	Final eligibility reconciliation based on PubMed abstract evidence and the adjudication worksheet.			Added during final eligibility reconciliation.	curation_team	2026-06-13
38985535	2024	Self-Collection for HPV Testing: Potential Issues Related to Performance Measures and Quality Improvement Among Federall	observational	underscreened_general	mail_to_home_return_mail	none					N	N	manual_review	insufficient_structured_signal			NON_CORE	Clinical personnel perspective study using CFIR.	...understand perspectives from clinical personnel... focus groups and interviews.				GC	2026-06-13
